comentario	usuario	ciudad	puntaje	fecha_viaje	link
Viajamos en clase turista que es lo que cpntratamos y en clase bussines por upgrade gratuito por parte de la.compañia. La clase turista es la mas amplia (al igual que Qatar Arways) en la que hemos viajado nunca y con servicio de restauracion y entretenimiento muy bueno. Esta claro que las compañias de los paises arabes tienen una consideracion con los usuarios distinta de las compañias europeas o americanas. La opinión de la clase bussiness es la misma pero al máximo nivel. Una persona de 185 cm puede viajar totalmente tumbado sin tocarle los pies en el respaldo del asiento de delante.	jotambeviatjo	Barcelona, España	5	agosto de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404268041-Emirates-World.html#REVIEWS
Excelente vuelo y servicio. Es de destacar el buen trato del personal tanto en el aeropuerto para el check in con así también durante el vuelo. Los asientos y el servicio a bordo fueron también excelentes y la cabina se encontraba en óptimas condiciones.	Expedition372917	Pamplona, España	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404205408-Emirates-World.html#REVIEWS
Cogimos dos aviones porque hicimos escala en Dubai. Los dos tenían bastante espacio en los asientos, pantalla individual con películas en varios idiomas y actuales. El servicio muy amable y las comidas bien.Te ofrecen las bebidas que quieras. Nos dieron un neceser con antifaz, tapones y calcetines .A la vuelta nos hicieron fotos con el gorro de la compañía y nos la dieron en un marco de cartón.	Arantxa Z	Pamplona, España	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404201881-Emirates-World.html#REVIEWS
Gran aerolínea, altos estándares y flota nueva. Viajar en el A380 es toda una experiencia, por espacio y por la gran estabilidad del avión en vuelo.	Luciana M	Barcelona, España	5	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404178343-Emirates-World.html#REVIEWS
Magnífica aerolínea Qatar y Emirates para mi son lo mejor, pero Qatar tiene algo que no tiene Emirates. En todo caso, que nadie dude que es para algunos la mejor aerolínea del mundo y eso es por algo.	Cristóbal C	Distrito Capital Federal, Argentina	5	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404163767-Emirates-World.html#REVIEWS
La mejor compañía que viaje, espectacular todo, 100% recomendable, sin duda la volvería a utilizar, hice Barcelona Dubái y Dubái Tokio y luego el regreso, todo impecable, pantalla en los asientos, comida, atención.	977eduardo	Distrito Capital Federal, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404095929-Emirates-World.html#REVIEWS
Buen vuelo y trato correcto. Con una salvedad, 30 minutos antes de llegar te quitan la manta. Con lo cual tienes que bajar tu maleta de mano para sacar algo de abrigo para terminar el vuelo.	Gloria A	santiago chile	4	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r404059890-Emirates-World.html#REVIEWS
Está claro que emirates es una de las mejores compañías de vuelos! La comida es fantástica! Hay pelis de las últimas y algún q otro estreno, q aún están en los cines y podrás disfrutar en el vuelo! Las azafatas suelen ser muy amables! Él único pero q le pongo es q los asientos son muy muy estrechos! No se,pero me parecen más estrechos q otras compañías! A lo mejor me equivoco, será q siempre q he volado Cn emirates han sido vuelos d mínimo 7 horas y ya cansa! Pero en general una de las mejores!	Fuymaia	santiago chile	4	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403998975-Emirates-World.html#REVIEWS
Esta es una excelente aerolínea cuyo servicio es extraordinario en todo sentido, buena disposición, calidad, excelente trato. Comida de excelencia, entretención a bordo expectacular, asientos de primera calidad. Sin duda debería considerarse dentro de las top 10 aerolíneas, si usted puede pagar los costos. La única sugerencia que haría es que dado que la mitad de los pasajeros son occidentales, deberían tener personal de cabina en la misma proporción.	pemar	santiago chile	5	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403886161-Emirates-World.html#REVIEWS
en un viaje corto hasta rio el servicio que han dado es de ejecutiva , la atencion , la comida , la puntualidad y la opciones de cambiar de clase a un precio muy economico	hugorisso	Buenos Aires, Argentina	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403743603-Emirates-World.html#REVIEWS
La increíble expansión de Emirates desde 1985 hasta la fecha, capitaneada por el Rey Sheikh Ahmed, ha logrado que esta Cia. Aérea ocupe en 2016 el primer puesto en el rangking mundial de la aviación civil. (Skytrax) Después de este galardón como mejor aerolínea del mundo, en mi próximo viaje al extranjero trataré de volver a viajar con Emirates. No obstante quiero manifestar mi sorpresa por la incomodidad de los asientos, cuyo espacio para las piernas y anchura del asiento, son muy restringidas, para un viaje de largo recorrido. Manifestado en vuelo a la Srta. Azafata este particular, próximos a tomar tierra tuvo un detalle con nosotros, que le hemos agradecido y denota la sensibilidad del personal de vuelo ante cualquier reclamación.	srseoane	gijon	4	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403719976-Emirates-World.html#REVIEWS
Excelente servicio, la flota de aviones más moderna de todas, amabilidad en todos los aeromozos, puntualidad, seriedad, todo lo que tiene que tener una aerolínea para ser la numero 1.	Bhupati I	Mar del Plata, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403585269-Emirates-World.html#REVIEWS
Un vuelo bien atendido,con comodidad en los asientos. Tiene luces en el techo. la comida es muy buena. Los asientos constan de TV individual, con control, para elegir películas, o música. Un placer el viaje.	mariellibra	Mar del Plata, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403303194-Emirates-World.html#REVIEWS
era la primera vez que cogía esta compañía para volar y me ha encantado, tanto por el trato atento de toda la tripulación, la comida, el servicio y la limpieza. Creo que es una de las mejores. Volé hasta Dubai y luego a Nueva Delhi y fenomenal.	NINES1971	Provincia de Valladolid, España	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403257721-Emirates-World.html#REVIEWS
La primera escala, de Barcelona a Dubai gue mucho mejor por el avion un Airbus A 380 que es mas moderno que el Boeing 777-300 de la segunda parte del vuelo. Si tienes la suerte de ir en el Airbus, mucho mejor, mas espacio y mejor pantalla de entretenimiento. Son muy amables y te dan de todo, desayuno, comida, cena (segun horarios) y bebidas	franciscohernandezc	Barcelona, España	4	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403119424-Emirates-World.html#REVIEWS
Una atencion excelente. Un avion muy bueno el Airbus 380, que es muy grande, con mas espacio entre filas y muy buena pantalla. Era un vuelo a Hong Kong y esa era la primera etapa. Unas 8 horas + 8 horas mas aprox	FranciscoAsis	Barcelona, España	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403090051-Emirates-World.html#REVIEWS
No habíamos viajado nunca con esta compañía y nos sorprendió gratamente. Los aviones son muy nuevos y la atención excelente. Tomamos cuatro vuelos y todos muy bien.	pgu52	Aragón, España	5	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r403089142-Emirates-World.html#REVIEWS
muy buen servicio en todo sentido, desde la imagen de la empresa, las aeromozas con su traje tan chic, la atención desde el preenmbarque, .Comodidad Calidad del servicio de catering muy bueno La variedad , calidad y cantidad de bebidas	mirta g	Santa Fe, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402841286-Emirates-World.html#REVIEWS
Buen Avión Airbus 380-800, sin ruido y con atención durante el viaje internacional de larga duración, de comida y bebida. La pega es la rapidez en quitarte, antes de aterrizar, la manta y los auriculares...será por si te los llevas. Les falta un poco de tacto.	vicentepoveda	San Fernando de Henares, España	4	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402668722-Emirates-World.html#REVIEWS
Si bien el viaje no ha sido demasiado largo, la atención, desde el momento mismo de subir al avión ha sido superlativa. A ello debe sumársele el hecho que se trató de la opción más barata que conseguí! Todos cuidaron hasta los más mínimos detalles, como para que mi familia y yo pasemos un vuelo más que agradable. La gran incógnita que nos género esta experiencia es.... Cómo será viajar en First de esta compañía !!	jlrial	Buenos Aires, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402638728-Emirates-World.html#REVIEWS
Un vuelo que se sabe es largo. Para ir a Emiratos Arabes Unidos, debes tomar un vuelo Buenos Aries, Río, Río Dubai..... Son muchas horas. La verdad es que la atención a bordo es excelente y los aviones son muy cómodos. Vale la pena. Buena comida, azafatas muy amables. un consejo útil... si viajas en clase econmy, te conviene tratar de reservar y asegurarte a partir de la fila 45. Son las 5 últimas filas antes del final del avión. Son filas con asientos para dos pasajeros. Fila de dos, comodidad asegurada.	Cesar C	Buenos Aires, Argentina	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402599836-Emirates-World.html#REVIEWS
El viaje era eterno, lo sabíamos, pero sin duda, fue una excelente elección viajar con Emirates, ya que si bien no era la opción más económica, teníamos referencia de la gran atención que le brindaban a los niños. Viajamos con una niña de 5 y un niño de año y medio. Les ofrecieron todo tipo de entretenimiento y juguetes. La nena, disfrutó de la comida, los videos y de reparador descanso. El bebé en cambio, fue mucho mas complicado, ya que no hay cuna para niños de más de un año y esta fue la única parte negativa y agotadora para la madre que no lo podía dejar mas que en su falda. El servicio a bordo, fue abundante en cuanto a comida y bebidas. Y el esfuerzo por encontrarnos asientos unidos también fue muy importante para nosotros como familia. Recomendable	natovolpe	Bahia Blanca, Argentina	4	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402590641-Emirates-World.html#REVIEWS
Todo lo que pueda decir es excelencia!!! en trato, servicio de comidas, comodidades dentro de la aeronave, etc...	kruppito	Buenos Aires, Argentina	5	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402500355-Emirates-World.html#REVIEWS
Muy buen servicio. El entretenimiento de primera y, a pesar que fue un vuelo corto, nos dieron de cenar muy rico. Hay espacio para poner los pies y es muy limpio. Lo que criticaria es que la tripulacion no habla español y, siendo un vuelo que pasa por Argentina, deberian hacerlo ya que hay gente que no habla ingles. Igualmente pusieron muy buena voluntad por entender y hacerse entender.	Paolubel	Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	4	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402414916-Emirates-World.html#REVIEWS
Emirates es una excelente aerolinea para trayectos largos. El personal es muy amable y a diferencia de otras aerolineas, cuando pides algo, no se olvidan o pasan de ti. Cuidan mucho los detalles y la comida es mejor que en otras aerolineas. Merece la pena pagar un poco mas y viajar en esta aerolinea.	Maria B	Dunedin, Nueva Zelanda	5	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402331595-Emirates-World.html#REVIEWS
Excelente empresa, asiento super cómodos, menú a la carta, provisión de frutas, bebidas,chocolates y caramelos durante todo el trayecto (es un viaje de 18 hs), el personal de a bordo super amable y dedicación a atender al pasajero. Puntualidad total y facilidad para el despacho y recogida del equipaje.	stellav1996	Buenos aires	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402213600-Emirates-World.html#REVIEWS
Muy buen servicio a bordo, con conexión WiFi gratuita de 100MB para pasajeros de turista, el mayor problema que está excesivamente masificado, minimo espacio para las piernas y sentarse cómodamente, muy estrechos los asientos.	MagoJaume	Madrid, España	4	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402172871-Emirates-World.html#REVIEWS
ERa la primera vez que viajaba con Emirates y pense que era superior a otras aerolineas. Viaje desde Buenos Aires a Dubai , stop, y luego a Yakarta. Es , segun las promociones, un poco mas barata que otras, por ejemplo Quatar, (que tambien tiene en su momento promociones) pero no me parecio que fuera superior a otras. Los baños impecables al principio estaban igual de sucios en la mitad del trayecto que no es nada corto. La comida muy condimentada sin opcion entre las dos a elegir una con menos especies. Durante la noche pasan y a los pasajeros despiertos ofrecen algun snak. Positivo la botella de agua que nos dan con la comida o antes para tener a mano.	alicia b	Buenos Aires, Argentina	4	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402046431-Emirates-World.html#REVIEWS
Asientos muy cómodos, excelente atención de la tripulación, comidas y selección de películas, ideal para viajes de varias horas.	Angeles B	Buenos Aires, Argentina	5	mayo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r402027937-Emirates-World.html#REVIEWS
Compañía aerea ideal para hacer transitos en Dubai. La terminal siempre esta operativa. Los asientos disponen de espacio amplio para las personas altas. Enchufes USB y para cargar el ordenador. Servicio de comidas muy bueno. Precios muy competitivos	raulm35	Barcelona, España	5	agosto de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401984016-Emirates-World.html#REVIEWS
Sin duda una de las grandes compañías aéreas que ofrece un servicio de máxima calidad y atención permanente, incluido en castellano ya que en los vuelos suelen llevar personal de origen. Vuelo de ida cómodo en el A380, muy cómodo diría yo, asiento espacioso y con conectividad de internet durante el vuelo (sin cargo), solo para recibir y enviar correos pero si se desea más se puede comprar una conexión de velocidad t descarga superior. Sistema de entretenimiento con innumerables títulos de estreno en diferentes idiomas (incluido castellano). El catering a bordo muy bueno. El vuelo de regreso peor en el Boeing 777, incomodo a más no poder y con menor conectividad. Recomiendo intentar volar en los Airbus A380.	952felipep	Valencia, España	5	febrero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401976208-Emirates-World.html#REVIEWS
El servicio es espectacular, los asientos son cómodos, la pantalla con sistema ICE tiene múltiples opciones de entretenimiento, la comida es abundante, variada y rica (en mi opinión, es mucho lo que te dan para un vuelo que no llega a durar 3hs). La tripulación impecable, muy bien uniformados, son muy atentos, por ahí el único inconveniente es el idioma, solo para aquellos que hablan únicamente español (por lo menos en el vuelo de ida, todos hablaban en ingles y árabe).	damianjgs	Santa Fe, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401916153-Emirates-World.html#REVIEWS
He volado con Emirates varias veces y siempre !!! he quedado mas que satisfecho con el servicio que ofrecen, si volando en economica tienen tantos detalles imaginense como será el hacerlo en ejecutiva o primera. La atención del personal de Emirates, rebuena !!! siempre solicitos a atender cualquier duda o problema que se te pudiese presentar. Otras de las facilidades que suelen dar, es que no son exigentes con el exceso del equipaje a pesar de que en algunas rutas ya dan 30 kg a diferencia de los 20 kg de otras y adicional otros 7 kg de equipaje de mano, aún así se hacen de la vista gorda cuando sobrepasas en algunos kilos lo permitido. Con Emirates he volado tanto con el B777 como con el A380, del primero que aunque tiene la misma configuración: 3 - 4 - 3 que otras aerolíneas que operan este modelo, lo encontré nada incómodo, repito que el servicio que dan hace que las horas de vuelo se pasen rápido. En el caso del A380, es lo mejor en lo que he volado hasta ahora; de lujo, cómodo, silencioso, nuevos, etc; solo el volar con ellos ya compensa !!!! Ademas Emirates tienes la ventaja de conexionar en el Terminal 3 en Dubai, exclusivo para pasajeros de dicha aerolínea y esa terminal tiene todo para que no te aburras si es que tienes conexión larga , bien vale la pena recorrerlo de un lado de otro para distraer la vista y hacer compras mientras se espera el siguiente vuelo.	kikeruiza87	Chihuahua, México	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401908861-Emirates-World.html#REVIEWS
un excelente servicio, atención personalizada de las azafatas, buena comida, asientos confortables. recomendaría esta aerolínea para viajes largos por el confort brindado.	sandri2016	Bell Ville, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401890591-Emirates-World.html#REVIEWS
excelente vuelo agradable en todos sus aspectos, desde la buena atención de tripulación, hasta la comida, bebida, entretenimiento. Sin dudas quiero volver a volar con Emirates	danzuar	arg	5	julio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401796987-Emirates-World.html#REVIEWS
la clase turista tiene los asientos un poco mas cómodos que air europa (con las que cruce el atlantico por ej), avión preparado para un viaje tan largo eso no se puede negar, excelente el entretenimiento a bordo, la comida y bebida variado, lo previo al vuelo tambien excelente el chekinn etc. me sorprendio la limpieza de los baños, habia perfume y crema de manos y abundante toallitas faciales y de mano. regalan un lindo set para el vuelo con bonita presentación. Lo único que me pareció raro era la falta de sonrisa y buen humor de las azafatas, eran Brasileras la verdad iba con una expectativa superior en cuanto a este punto tan fundamental, hasta mala onda me parecieron. En resumen muy buen vuelo sin dudas la volveria a elegir	danzuar	arg	4	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401792048-Emirates-World.html#REVIEWS
Suelo utilizar esta aerolínea cuando voy a Asia y siempre el servicio y el confort están a gran altura. Siempre atentos a las necesidades de los pasajeros. Las escalas en Dubai son cómodas. Puede mejorar ofreciendo mayor variedad en las comidas.	rafaeln339	Barcelona, España	5	agosto de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401676478-Emirates-World.html#REVIEWS
Excellente compañía: aviones nuevos y bien equipados, personal muy servicial, comidas/bebidas excelentes, puntualidad ... El precio, no es barato ...	Juan N	Barcelona, España	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401657484-Emirates-World.html#REVIEWS
En otras cosas siempre se han destacado, por su eficiencia, servicio y agilidad en hacer al viajero lo más facil, y causar las menos molestias posibles. Haciendo agradable una situación con poco margewn de maniobra.	Eduardo_Tejero	Zaragoza, España	5	agosto de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401614133-Emirates-World.html#REVIEWS
Un vuelo increíble. Comodidad, entretenimiento, comida buena, un trato estupendo. Ambientado con mucha comodidad. Y seguridad, sus aviones estan preparados para todo (impacto un rayo con nuestro avión y ni nos inmutamos).Sin duda repetiria una y mil veces con esta compañía.	Teisha_scrp	Barcelona, España	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401602332-Emirates-World.html#REVIEWS
Volamos bien, la aerolínea buena , falta de respeto en la puerta de embarque ya que llegamos 5 minutos por reloj tarde por tema personal .	Paula P	buenos aires	4	junio de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401546871-Emirates-World.html#REVIEWS
Increible el servicio la atencion , y el menu brindado. Definitivamente volveria a viajar con esta empresa su servicio es espectacular	romina p	Lanus, Argentina	5	diciembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401537768-Emirates-World.html#REVIEWS
Con amigas queríamos conocer India entrando por Mumbai y Saliendo por Delhi. Emirates operaba con ambos aeropuertos y dado que ya conocíamos el servicio que brinda esta compañía, decidimos viajar con ella. Las butacas son muy cómodas, amplio espacio entre las filas, puntuales, excelente servicio de cátering. En la espera de Dubai, ofrecen boucher para que el pasajero pueda cenar o tomar algo, pero es tánto lo que se come en el avión y de excelente calidad que no se pasa hambre. El personal de a bordo es muy atento y siempre dispuesto a complacer al pasajero. Primerísima línea aérea.	graciela2010	Rosario, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401535099-Emirates-World.html#REVIEWS
Si tenes que elegir una aerolinea no dudes en hacerlo por Emirates.Volamos con Emirates desde Bs As hasta Bangkok con escala en Dubai y los dos vuelos fueron impecables.Puntualudad, buen trato, calidad en los alimentos y en las bebidas.El personal tanto en tierra como en el vuelo fue muy amable y nos hicieton sentir muy comodos.Simpre tuvimos a nuestra disposición bebidas, snaks, frutas ect en todo el vuelo.Algo que me llamó la atención el baño estuvo limpo todo el tiempo (13 horas) nunca falto papel sanitario tambien habia crema y perfume.Tenes donde cargar tu celular, wi fi y un sistema de entretenimiento muy variado.En algunos aviones podes grabar tu despegue o aterrizaje ya que cuenta con 3 cámaras que te lo muestran .Sencillamente excelente aerolinea.	BeatrizLopez2011	Mendoza, Argentina	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401532936-Emirates-World.html#REVIEWS
La mejor aerolínea que conozco. Mayor espacio que otras. La comida y las bebidas excelentes. Muy buen trato. Limpio y nuevo todo. Buen entretenimiento. Super recomendable. Con amenities de categoría.	MIRILITIN	Rosario, Argentina	5	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401526777-Emirates-World.html#REVIEWS
El vuelo salió y llegó a horario. Muy buena la comida a bordo. Tambien que te dan ciertos elementos adicionales en un kit con cepillo de dientes, pasta dental, cubre ojos para dormir, medias. Buenas mantas. Buen entretenimiento a bordo. Mala la atención de algunas azafatas, gritaban a los pasajeros, se enojaban si te parabas en un vuelo tan largo	Juan Pablo S	Azul, Argentina	4	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401499354-Emirates-World.html#REVIEWS
Por ser un vuelo largo, destaco la atención del personal de a bordo, las muchas comidas que ofrecen, aunque el menú no es extraordinario a pesar de poder elegirse entre dos en cada horario de comida. Hay frutas y snacks, además de jugos , en cualquier horario. Los toilettes tienen amenities. Me sentí un poco ahogada por las tantas horas en penumbra con lucesitas como estrellas en el techo. No me pareció adecuado que en la escala de Río de Janeiro, el personal de limpieza , hiciera la misma con nosotros a bordo.Igualmente , el serviciome pareció muy bueno.	Crispierma	Buenos Aires, Argentina	4	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401495627-Emirates-World.html#REVIEWS
Excelente atención servicio y comida. Es una experiencia insuperable. Todas las comodidades. El freeshop es excelente, la única vez que compre en un avión. Es el vuelo que sale desde BA, va a RJ, y luego DUBAI.	Rodolfo K	La Plata, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401488947-Emirates-World.html#REVIEWS
Puntualidad, buena atención, mucho espacio para las piernas, un refrigerio muy bueno, junto con un gran entretenimiento y atención especial para los chicos, hacen de esta aerolínea una que vale la pena usar.	pablomen	La Plata, Argentina	5	octubre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401467106-Emirates-World.html#REVIEWS
Excelente vuelo, esmerada atención,muy buen servicio a bordo, excelentes aeronaves. Comida buena y muy bueno el servicio multimedia y el de ventas de articulos libre de impuestos.-	Gaston M	La Plata, Argentina	4	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401466705-Emirates-World.html#REVIEWS
Nunca me atendieron mejor! He tenido oportunidad de viajar en muchas compañías aéreas pero mi experiencia con EMIRATES fue inolvidable. Tanto el personal de tierra como el de abordo da un trato personalizado al pasajero.	Bagan2010	Salta, Argentina	5	enero de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401446881-Emirates-World.html#REVIEWS
Sin dudas, la mejor aerolínea en la que he viajado. Muy buena atención, comida excelente, menú para elegir, bebidas a lo largo del vuelo. La clase económica es cómoda y el sistema de entretenimientos es el más variado que he visto. Además utilicé el servicio de tránsito con hotel, comida y traslado incluido. Sumamente recomendable!	Dilipandereta	Buenos Aires, Argentina	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401429492-Emirates-World.html#REVIEWS
Excelente vuelo desde Barcelona a Sydney, ida y vuelta, en clase business. Calidad en la comida, la comodidad de las cabinas con cama. Atención personalizada. Un excelente servicio de calidad, con la mejor compañia aérea del mundo. FLY EMIRATES, cuida a sus pasajeros.	RIOJA59	Haro, España	5	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401428871-Emirates-World.html#REVIEWS
Diferente a todas la aerolíneas con las que había viajado hasta ahora, es impresionante por donde lo mires! Una atención espectacular, el avión es muy moderno y la atención de a bordo es muy pero muy buena. No sé si hay diferencia sobre el espacio entre los asientos con respecto a otras aerolíneas, pero si puedo decir que son muy cómodos. Les puedo hablar de las toallitas para el aseo que reparten ni bien subís al avión, los auriculares, el servicio de catering es muy pero muy bueno (es la primera vez que me dan una carta para que elija el menú), el entretenimiento es variado, la desinfección que hacen ni bien despega el avión, la esmerada atención del personal de a bordo, todo eso hace que sea una maravilla viajar en esta aerolínea!	juangabrielxs	La Plata, Argentina	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401421963-Emirates-World.html#REVIEWS
Es un viaje muy largo y con un poco más de espacio se resolvería la incomodidad . Solo con dos filas menos de aciertos . El servicio bueno El entretenimiento muy bueno Rky	Ricardo R	Buenos Aires, Argentina	4	marzo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401393377-Emirates-World.html#REVIEWS
La excelente atención de Emirates comenzó desde el momento en que tuve que comunicarme con el call-center y continuó durante todo el vuelo. Los servicios de a bordo son excelentes: comida 10 puntos en cantidad y calidad. El servicio de entretenimiento es sobresaliente, con centenares de peliculas para elegir. Cuenta con un sistema de telefonos para hablar con otros asientos. Los asientos son buenos, y en clase business tienen gran privacidad. El personal de a bordo extremadamente amable y tienen la gentileza de recibir a los los pasajeros sabiendo de antemano su nombre. La atención en los aeropuertos es magnífica, y en Dubai, base de la aerolínea, es soberbia. No hay aspectos negativos a resaltar.	danielpablo42	Buenos Aires, Argentina	5	noviembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401371800-Emirates-World.html#REVIEWS
A pesar que el vuelo era extenso , Bs As - Dubai - Bangalor , la calidad de atencion , el servicio de comidas y el entretenimiento de peliculas , hizo de este viaje una experiencia reconfortante.	HugoPuchu	Buenos Aires, Argentina	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401361229-Emirates-World.html#REVIEWS
Configuración 3-4-3 en turista con asientos muy cómodos. Servicio a bordo y comidas sin queja. Emirates es bastante puntual aunque podría mejorar en alguno de sus vuelos. Entretenimiento a bordo muy correcto.	XG0	Vilanova i la Geltrú, España	4	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401337721-Emirates-World.html#REVIEWS
La clase turista en el 777 de Emirates no es demasiado buena. Con una configuración de asientos 3-4-3 se hace estrecha teniendo en cuenta que otras compañias ofrecen 3-3-3. El servicio y comidas son adecuados.	XG0	Vilanova i la Geltrú, España	3	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401335427-Emirates-World.html#REVIEWS
Volamos a Pekín via Dubai en A380. Ignoro como debe ser en otro tipo de avión, pero en este la clase business en el piso superior es excelente. Servicio y menú excelente. Barra libre en el Sky bar en la cola del avión, asientos-cama con masaje y minibar. Solamente una pega; los asientos podrían ser un poquito más anchos.	XG0	Vilanova i la Geltrú, España	5	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401332600-Emirates-World.html#REVIEWS
Excelente atencion, buen menu, asientos comodos, puntualidad . El viaje es placentero y se nota la pericia del personal de cabina y de atencion al cliente	alfredo a	Buenos Aires, Argentina	5	mayo de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401331834-Emirates-World.html#REVIEWS
Liena aerea con aparatos muy modernos y nuevos de ultima generacion. El entretenimiento a bordo es completo. Pantallas de tamaño grande y el catering de buena calidad. Atencion perfecta.	Valenciatraveler46	Valencia, España	4	abril de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401327447-Emirates-World.html#REVIEWS
He volando en varias ocasiones con esta aerolínea, y siempre en el 380, y nada malo que decir. Es actualmente de las mejores aerolíneas. Muy buena atención y asientos muy cómodos. La comida buena para ser de un avión.	434LauraH	Barcelona, España	5	septiembre de 2015	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r401320182-Emirates-World.html#REVIEWS
